Order ID,Order Date,Quantity ordered new,Unit Price,Sales,Discount_%,Shipping Cost,Profit,Product Base Margin
88185,2015-06-28,15,119.99,1748.69,7,16.8,1206.5961,0.35
89595,2015-01-26,8,14.34,119.29,3,5.0,82.31009999999999,0.49
89595,2015-01-26,1,2.89,3.08,1,0.5,1.2236,0.38
89596,2015-02-10,9,6.48,69.46,1,6.22,-15.6312,0.37
89596,2015-02-10,16,85.99,1145.72,3,3.3,790.5468,0.37
89993,2015-02-04,2,12.97,26.37,5,1.49,5.465999999999999,0.35
89993,2015-02-04,9,5.81,53.44,6,3.37,-149.1182,0.54
89994,2015-03-17,10,5.98,57.34,10,5.35,-90.26,0.4
90513,2015-01-07,1,73.98,79.02,3,14.52,-326.23159999999996,0.65
90514,2015-03-23,6,4.55,25.45,9,1.49,16.898,0.35
90514,2015-03-23,11,9.78,110.72,7,5.76,20.14,0.35
88212,2015-06-07,1,44.01,46.94,6,3.5,-21.232,0.59
88213,2015-06-27,9,2.89,26.18,5,0.5,18.0642,0.38
89406,2015-05-01,12,2.23,28.66,3,4.57,-93.25,0.41
89407,2015-06-30,11,11.29,123.18,7,5.03,-163.03,0.59
89408,2015-06-07,21,70.97,1533.59,2,3.5,23.61599999999995,0.59
88726,2015-01-25,1,1.74,2.77,6,4.08,-11.0732,0.53
88728,2015-05-13,12,2.62,31.55,8,0.8,21.769499999999997,0.39
88729,2015-06-03,17,2.61,42.58,9,0.5,29.380199999999995,0.39
88731,2015-05-16,19,8.17,145.36,10,1.69,100.2984,0.38
88731,2015-05-16,38,110.99,3616.52,3,2.5,2495.3988,0.57
88727,2015-04-24,1,2.88,7.96,0,0.7,-0.10999999999999943,0.56
88730,2015-05-03,33,12.28,389.59,7,6.13,15.236000000000018,0.57
37729,2015-01-15,48,8.6,447.89,0,6.19,-42.8536,0.38
43079,2015-01-21,48,30.73,1420.84,4,4.0,-20.79,0.75
86144,2015-01-15,12,8.6,111.97,0,6.19,-33.21154,0.38
86145,2015-01-21,12,30.73,355.21,4,4.0,-20.79,0.75
87086,2015-04-07,9,65.99,536.23,0,5.26,369.9987,0.59
87087,2015-02-02,12,3.38,38.81,8,0.85,20.4536,0.48
10277,2015-04-07,36,65.99,2144.92,0,5.26,542.25,0.59
45539,2015-02-02,27,16.48,484.56,2,1.99,69.61,0.42
90538,2015-05-06,1,417.4,471.21,2,75.23,-634.8654,0.79
90540,2015-06-25,4,46.89,182.61,4,5.1,87.12,0.46
90539,2015-01-01,8,4.84,36.58,7,0.71,25.240199999999998,0.52
90540,2015-06-25,18,124.49,2376.12,1,51.94,-94.674645,0.63
89448,2015-01-12,3,350.99,1020.08,5,39.0,451.2804,0.55
89448,2015-01-12,7,8.74,65.2,0,1.39,44.988,0.38
89448,2015-01-12,11,1.98,22.59,2,0.7,-20.732799999999997,0.83
89449,2015-06-20,15,8.04,121.36,5,8.94,-164.39479999999998,0.4
89450,2015-01-01,1,2036.48,2013.67,4,14.7,-4793.004,0.55
90905,2015-02-05,18,125.99,1824.33,9,2.5,1258.7876999999999,0.6
86826,2015-03-05,11,9.78,107.65,5,1.39,74.2785,0.39
86827,2015-06-20,16,10.98,165.21,7,4.8,52.92,0.36
86826,2015-03-05,7,3.28,25.15,2,3.97,-66.35,0.56
86828,2015-05-19,14,300.98,4285.56,7,64.73,1399.6400000000003,0.56
86828,2015-05-19,28,20.98,631.37,1,45.0,232.64200000000028,0.61
90120,2015-01-22,3,80.98,267.83,1,35.0,-409.3736,0.83
90121,2015-04-28,3,6.48,21.46,5,6.22,-29.07,0.37
89076,2015-06-25,15,177.98,2767.95,4,0.99,1909.8854999999996,0.56
89077,2015-01-30,7,15.99,123.03,2,13.18,-76.9925,0.37
89077,2015-01-30,10,46.94,431.84,9,6.77,297.96959999999996,0.44
86735,2015-05-24,12,218.08,2366.51,10,18.06,1318.83,0.57
86734,2015-04-05,4,85.99,291.64,5,0.99,36.215999999999994,0.55
86397,2015-06-02,19,12.95,252.36,5,4.98,134.16825,0.4
91115,2015-06-11,10,65.99,575.07,0,8.99,253.30319999999998,0.56
91116,2015-06-12,14,130.98,1781.66,4,54.74,-723.784,0.69
91116,2015-06-12,9,105.29,940.64,4,10.12,589.188,0.79
91116,2015-06-12,18,31.76,439.27,7,45.51,-1314.992,0.65
87077,2015-03-21,10,420.98,4410.19,3,19.99,3043.0310999999997,0.35
87078,2015-06-30,17,30.98,552.89,2,6.5,-44.624,0.79
87079,2015-05-25,30,20.27,621.56,5,3.99,309.254,0.57
87076,2015-01-21,9,9.78,88.83,4,1.99,61.292699999999996,0.43
53953,2015-03-27,36,8.95,307.65,7,2.01,91.73,0.39
91362,2015-03-27,9,8.95,76.91,7,2.01,53.067899999999995,0.39
91363,2015-02-28,15,9.65,151.34,5,6.22,-14.6432,0.55
91235,2015-03-11,3,99.99,290.24,6,19.99,-127.56,0.52
91235,2015-03-11,5,193.17,971.4,0,19.99,282.18,0.71
91235,2015-03-11,11,20.99,193.51,8,3.3,-96.338,0.81
91236,2015-02-20,14,11.5,157.81,4,7.19,-23.35788,0.4
91236,2015-02-20,1,15.7,19.44,2,11.25,-18.2416,0.6
91236,2015-02-20,21,225.02,4636.63,5,28.66,1428.9104,0.72
88004,2015-06-16,6,119.99,739.07,4,14.0,509.9583,0.36
85880,2015-03-11,18,8.37,157.64,6,10.16,-255.65,0.59
85880,2015-03-11,6,6.48,42.16,9,9.17,-76.54,0.37
85880,2015-03-11,2,6.28,14.08,9,5.29,-10.09,0.43
85880,2015-03-11,17,15.14,256.73,3,4.53,-92.87,0.81
90731,2015-02-04,8,2.16,18.59,5,6.05,-298.886,0.37
90731,2015-02-04,9,6.48,58.83,3,6.6,-145.852,0.37
90731,2015-02-04,11,146.05,1557.66,8,80.2,-27.951,0.71
89193,2015-05-07,38,3.69,129.43,8,0.5,-3.6547,0.38
89194,2015-06-29,11,5.84,61.39,8,1.0,731.9219999999999,0.38
89194,2015-06-29,13,205.99,2435.52,0,8.99,186.558,0.6
86181,2015-06-13,6,85.99,464.86,0,0.99,-138.03680000000003,0.85
90303,2015-06-22,14,20.98,288.67,9,1.49,199.1823,0.35
89957,2015-06-14,19,55.48,1030.51,6,4.85,711.0518999999999,0.37
89957,2015-06-14,17,122.99,2026.91,10,70.2,-899.675,0.74
86812,2015-02-10,10,11.34,115.53,4,5.01,-189.224,0.36
86813,2015-01-09,5,30.98,162.39,3,8.99,0.5099999999999987,0.58
86814,2015-03-30,23,65.99,1316.03,3,5.26,-52.248000000000005,0.56
86815,2015-05-21,28,50.98,1395.41,9,6.5,70.17599999999999,0.73
86813,2015-01-09,9,525.98,4920.81,1,19.99,-161.924,0.37
88852,2015-01-17,6,4.91,28.22,7,0.5,-157.696,0.36
91328,2015-02-06,14,4.89,74.01,2,4.93,-56.446,0.66
91328,2015-02-06,5,10.06,48.1,7,2.06,33.189,0.39
88487,2015-06-23,18,599.99,11015.82,0,24.49,-367.165,0.44
87488,2015-06-25,18,17.7,300.67,7,9.47,-243.544,0.59
87486,2015-01-01,2,348.21,723.54,1,40.19,-337.092,0.62
87484,2015-03-22,7,12.28,87.53,3,6.35,68.67599999999999,0.38
87485,2015-05-18,15,10.98,172.22,4,3.99,481.032,0.58
87487,2015-02-13,7,124.49,894.88,3,51.94,-4.018000000000001,0.63
87425,2015-06-01,6,2.89,16.67,6,0.99,-2.0097,0.38
87425,2015-06-01,9,22.84,195.16,8,11.54,-477.37200000000007,0.39
87426,2015-03-25,15,60.98,879.62,9,49.0,-954.758,0.59
87426,2015-03-25,12,29.89,361.19,5,1.99,219.4734,0.5
87424,2015-04-15,5,226.67,1088.26,10,28.16,-390.76800000000003,0.59
88093,2015-03-01,9,11.34,105.75,2,11.25,-155.21,0.36
88094,2015-04-13,5,12.2,63.93,5,6.02,-6.642,0.43
86966,2015-02-09,19,20.95,391.4,7,5.99,27.233999999999998,0.65
90934,2015-02-16,1,11.58,14.53,10,6.97,-8.398,0.35
86668,2015-04-04,7,19.04,144.03,3,6.38,83.7936,0.56
86668,2015-04-04,8,5.53,48.81,2,6.98,-77.82372,0.39
90796,2015-05-11,14,500.98,7360.2,1,26.0,5078.538,0.6
90796,2015-05-11,9,9.77,89.06,8,6.02,23.276000000000003,0.48
90796,2015-05-11,42,3.28,134.97,9,0.98,17.754,0.59
89680,2015-04-10,2,9.11,17.42,10,2.15,-3.9312,0.4
89679,2015-01-16,9,2.18,19.12,9,0.78,2.4548,0.52
89679,2015-01-16,1,179.29,186.64,5,29.21,-537.2797773200001,0.76
87993,2015-01-07,1,1.98,3.53,5,4.77,-14.359820000000001,0.4
87993,2015-01-07,1,699.99,706.56,7,24.49,-2870.2775999999994,0.41
87993,2015-01-07,2,6783.02,13121.07,7,24.49,77.98359999999768,0.39
87994,2015-04-15,7,15.16,110.93,1,15.09,-200.85899999999998,0.39
87995,2015-02-06,21,5.68,118.35,10,3.6,-33.2956,0.56
87824,2015-05-11,7,2.16,17.31,3,6.05,-90.5855,0.37
87824,2015-05-11,2,9.71,23.56,3,9.45,-36.9,0.6
87823,2015-04-08,12,40.97,494.49,6,1.99,341.19809999999995,0.42
90248,2015-04-06,13,12.88,158.13,9,4.59,-175.13,0.82
90248,2015-04-06,4,45.99,163.01,2,4.99,3.96,0.57
87611,2015-05-24,22,15.01,333.04,6,8.4,1.6169000000000011,0.39
87611,2015-05-24,12,40.48,472.44,9,19.99,65.39400000000006,0.77
87611,2015-05-24,1,12.28,18.73,5,6.13,1.3360000000000003,0.57
90600,2015-03-27,12,213.45,2427.18,8,14.7,1674.7541999999999,0.59
90600,2015-03-27,8,55.98,434.85,10,13.88,300.0465,0.36
90600,2015-03-27,1,16.06,19.16,0,8.34,-28.09,0.59
90601,2015-02-16,11,209.37,1959.88,0,69.0,-263.1119290800001,0.79
90602,2015-05-28,17,43.57,710.16,6,16.36,-38.808,0.55
90530,2015-01-15,6,8.09,48.25,8,7.96,15.984,0.49
90533,2015-04-15,9,25.99,243.24,2,5.37,-88.158,0.56
90531,2015-02-10,6,5.98,38.54,3,3.85,-76.1068,0.68
90532,2015-04-09,15,100.97,1483.16,8,14.0,-73.49411999999994,0.37
89704,2015-01-14,5,115.99,562.93,8,56.14,-272.860884,0.4
89704,2015-01-14,7,4.28,29.18,8,0.94,10.5792,0.56
89706,2015-01-12,12,136.98,1634.13,4,24.49,1127.5497,0.59
89705,2015-02-26,4,55.48,214.14,8,6.79,147.7566,0.37
87342,2015-06-14,1,107.53,100.79,9,5.81,69.5451,0.65
90932,2015-03-15,11,3.29,35.97,6,1.35,8.53,0.4
91043,2015-03-25,17,46.89,735.7,8,5.1,507.633,0.46
91043,2015-03-25,18,12.98,225.59,5,3.14,38.23,0.6
91041,2015-02-24,3,48.58,145.12,3,3.99,100.13279999999999,0.56
91042,2015-05-09,15,6.48,94.27,5,2.74,15.096,0.71
91042,2015-05-09,7,12.53,82.21,9,0.5,14.912399999999998,0.38
91042,2015-05-09,8,65.99,417.47,8,8.99,-135.226,0.55
89885,2015-01-24,10,101.41,1104.32,0,35.0,-457.73,0.82
89885,2015-01-24,2,95.99,149.8,10,4.9,-268.664,0.56
90678,2015-02-26,2,3.6,6.97,10,2.2,-8.28,0.39
86722,2015-04-24,10,35.41,367.52,3,1.99,1912.4219999999998,0.43
86722,2015-04-24,11,142.86,1576.35,0,19.99,-739.326,0.56
86724,2015-02-09,13,4.13,52.16,10,0.99,-40.53,0.39
86725,2015-05-12,21,223.98,4881.84,3,15.01,0.696,0.38
86723,2015-06-07,3,284.98,926.3,2,69.55,15.527999999999999,0.6
86723,2015-06-07,17,55.48,942.53,8,14.3,-225.5638,0.37
86646,2015-03-20,21,13.73,276.64,7,6.85,-22.72,0.54
86645,2015-05-03,18,30.98,514.62,9,19.51,-163.53,0.36
86645,2015-05-03,17,49.34,817.32,3,10.25,554.77,0.57
14115,2015-02-14,43,6.28,284.48,4,5.41,-38.38,0.53
38080,2015-03-14,47,4.98,225.98,8,4.7,-56.35,0.38
90612,2015-02-14,11,6.28,72.77,4,5.41,-19.957600000000003,0.53
90613,2015-03-14,12,4.98,57.7,8,4.7,-56.35,0.38
86973,2015-03-03,9,2.08,19.67,8,5.33,-129.01,0.43
91077,2015-03-24,10,48.91,514.79,0,35.0,-628.38,0.83
91076,2015-01-24,9,115.99,893.53,5,5.26,616.5356999999999,0.57
91078,2015-06-01,22,95.43,2053.6,9,19.99,-143.235,0.79
90189,2015-01-23,5,6.84,37.89,0,8.37,-123.1816,0.58
90189,2015-01-23,11,30.98,343.79,7,5.76,-28.798000000000002,0.4
90190,2015-05-11,11,15.67,188.09,1,1.39,-273.98,0.38
86338,2015-01-16,9,13.43,129.54,0,5.5,-253.77800000000002,0.57
87345,2015-03-25,12,3.98,49.44,5,5.26,-152.5245,0.38
87345,2015-03-25,2,6.48,14.29,1,5.4,-18.85,0.37
90473,2015-01-17,3,14.81,45.28,5,13.32,-220.05200000000002,0.43
90473,2015-01-17,3,4.2,13.57,5,2.26,20.393369999999997,0.36
88781,2015-01-17,10,5.68,55.48,5,1.39,38.2812,0.38
88784,2015-05-20,29,205.99,5319.35,3,3.0,3670.3514999999998,0.58
88782,2015-01-21,2,14.28,30.44,1,2.99,21.003500000000003,0.39
88783,2015-05-10,33,95.43,3251.76,4,19.99,13.536000000000016,0.79
87747,2015-03-16,3,7.59,22.48,7,4.0,-167.048,0.42
87749,2015-04-11,22,11.66,267.32,3,7.95,-31.094,0.58
87748,2015-05-29,11,23.99,284.39,1,6.3,-6.202,0.38
90621,2015-03-08,3,300.98,974.14,1,64.73,-48.873999999999995,0.56
90786,2015-01-17,8,16.48,128.13,6,1.99,-144.592,0.42
90787,2015-05-16,37,12.44,464.94,4,6.27,-258.56600000000003,0.57
40101,2015-01-31,46,49.99,2188.06,10,19.99,13.508000000000003,0.45
44002,2015-02-07,46,6.68,320.93,5,5.66,-66.48,0.37
44002,2015-02-07,14,17.7,261.85,3,9.47,-52.33,0.59
32710,2015-05-16,146,12.44,1834.61,4,6.27,-59.06,0.57
87193,2015-05-07,9,35.99,261.56,5,1.1,149.166,0.55
87194,2015-01-21,8,14.98,114.81,10,7.69,-76.9,0.57
87195,2015-02-22,10,55.48,546.21,4,6.79,376.8849,0.37
90653,2015-04-07,5,65.99,272.86,10,3.99,-88.62480000000001,0.59
3841,2015-04-04,34,60.98,2119.54,2,49.0,-662.52,0.59
3841,2015-04-04,36,1270.99,45737.33,2,19.99,9228.2256,0.35
59937,2015-06-28,13,30.98,438.25,2,17.08,-32.28,0.4
88443,2015-04-04,9,60.98,561.06,2,49.0,-596.268,0.59
88443,2015-04-04,9,1270.99,11434.33,2,19.99,7889.6876999999995,0.35
88443,2015-04-04,19,205.99,3229.24,5,8.99,1545.80976,0.6
88444,2015-06-28,3,30.98,101.13,2,17.08,-16.14,0.4
85866,2015-06-03,16,30.93,451.83,9,3.92,-130.424,0.44
85866,2015-06-03,11,1.68,20.24,3,0.7,-106.421,0.6
85865,2015-03-28,10,175.99,1486.34,8,4.99,-16476.838,0.59
85868,2015-06-14,11,35.44,406.26,4,19.99,-108.27250000000001,0.38
85867,2015-05-03,17,349.45,5835.41,9,60.0,-90.74799999999999,
91025,2015-02-12,1,55.99,52.1,0,2.5,-121.05807999999999,0.83
18561,2015-01-09,9,4.13,45.87,2,6.89,-51.736999999999995,0.39
13408,2015-02-14,4,60.65,256.77,4,12.23,116.50629999999998,0.64
12224,2015-06-12,4,124.49,605.82,4,51.94,-247.55157000000003,0.63
12224,2015-06-12,54,35.99,1569.0,10,5.0,-277.20924,0.82
87245,2015-06-12,1,124.49,151.46,4,51.94,-93.06450000000001,0.63
87243,2015-01-09,2,4.13,10.19,2,6.89,-48.236,0.39
87244,2015-02-14,1,60.65,64.19,4,12.23,44.29109999999999,0.64
90178,2015-02-27,14,8.5,118.57,4,1.99,43.2752,0.49
90178,2015-02-27,5,15.99,79.47,10,9.4,-36.214620000000004,0.49
90178,2015-02-27,8,95.99,627.28,9,8.99,7.032960000000001,0.57
89775,2015-01-22,11,115.99,1160.42,0,5.92,-16.772000000000002,0.58
89776,2015-03-01,5,19.98,103.37,6,10.49,514.1772,0.49
89776,2015-03-01,23,1.76,40.22,8,4.86,235.65599999999998,0.41
89777,2015-05-04,8,5.77,52.43,0,4.97,3.558100000000003,0.35
89211,2015-03-26,16,50.98,818.49,1,6.5,5.3397,0.73
89106,2015-03-06,7,60.98,410.17,7,49.0,-807.89,0.59
89944,2015-06-14,21,12.95,269.54,9,4.98,123.89175,0.4
89941,2015-02-04,19,5.78,106.57,8,5.67,-53.898,0.36
89939,2015-04-22,7,5.43,38.41,7,0.95,26.502899999999997,0.36
89940,2015-01-03,13,10.06,131.34,2,2.06,90.6246,0.39
89942,2015-04-02,12,19.99,251.61,3,11.17,-20.876399999999997,0.6
89943,2015-05-10,21,13.99,287.99,6,7.51,6.483240000000002,0.39
89943,2015-05-10,3,15.04,46.86,6,1.97,2.3320000000000003,0.39
89857,2015-06-12,11,55.48,658.62,0,14.3,454.4478,0.37
89858,2015-01-07,4,5.08,21.96,3,2.03,15.1524,0.51
89856,2015-01-06,7,3.28,24.57,3,3.97,-90.7556,0.56
88256,2015-01-21,6,205.99,1008.53,4,8.99,960.984,0.56
87853,2015-01-06,8,880.98,6968.9,4,44.55,-13706.464,0.62
91543,2015-06-01,11,3.68,41.29,4,1.32,300.9258,0.83
89251,2015-03-17,10,8.12,88.64,1,2.83,-40.76,0.77
90524,2015-05-23,17,77.51,1300.54,9,4.0,-986.5239999999999,0.76
90524,2015-05-23,13,2.88,38.06,0,0.7,-141.666,0.56
90525,2015-02-11,14,90.97,1263.35,6,14.0,47.334,0.36
85990,2015-02-05,19,10.48,202.38,1,2.89,60.5616,0.6
85991,2015-04-15,3,17.98,56.38,6,8.51,-47.243088,0.4
85991,2015-04-15,12,9.99,119.13,10,4.78,9.154,0.4
34435,2015-02-05,76,10.48,809.51,1,2.89,40.92,0.6
47108,2015-04-15,34,18.65,643.64,7,3.77,149.72,0.39
47108,2015-04-15,13,17.98,244.31,6,8.51,-52.49232,0.4
47108,2015-04-15,47,9.99,466.58,10,4.78,7.959999999999999,0.4
47108,2015-04-15,16,175.99,2290.69,8,8.99,-459.0828,0.57
86958,2015-04-18,7,52.99,337.59,10,19.99,-517.17,0.81
86959,2015-05-12,1,9.27,10.65,0,4.39,-7.61,0.38
86956,2015-02-19,9,5.98,55.13,0,0.96,38.039699999999996,0.6
86958,2015-04-18,2,100.98,215.32,7,57.38,-429.86,0.78
86958,2015-04-18,5,85.99,382.85,3,0.99,264.1665,0.55
86956,2015-02-19,7,5.98,44.8,2,5.46,-47.12,0.36
86960,2015-01-06,14,7.1,100.99,5,6.05,-101.24600000000001,0.39
86960,2015-01-06,7,20.95,142.06,4,4.0,-1.88,0.6
86957,2015-03-25,5,10.64,58.52,1,5.16,-11.69,0.57
86960,2015-01-06,9,39.06,363.74,5,10.55,250.98059999999998,0.37
86960,2015-01-06,4,3.52,15.93,4,6.83,-57.753,0.38
86960,2015-01-06,1,15.51,21.28,2,17.78,-47.97,0.59
86600,2015-04-19,5,155.99,675.83,1,8.99,-219.07908,0.58
86600,2015-04-19,4,5.98,28.0,1,5.46,-18.8784,0.36
86599,2015-03-30,13,40.98,535.08,7,2.99,369.2052,0.36
89697,2015-04-01,8,35.99,222.71,9,1.1,19.35,0.55
89697,2015-04-01,2,125.99,220.52,1,2.5,-967.834,0.6
86847,2015-03-19,10,6.48,68.34,6,5.14,-28.45,0.37
86847,2015-03-19,16,30.73,522.22,2,4.0,72.78,0.75
86846,2015-06-15,5,5.98,28.01,9,1.49,13.2294,0.39
89209,2015-05-03,10,8.09,80.35,8,7.96,-88.82,0.49
90099,2015-01-17,1,90.48,99.69,3,19.99,15.354,0.4
90099,2015-01-17,7,22.84,152.49,6,8.18,-357.924,0.39
90899,2015-01-29,4,95.99,320.75,9,4.9,34.302,0.56
87378,2015-03-01,1,5.78,11.35,9,5.67,-7.96,0.36
87378,2015-03-01,15,535.64,7029.1,5,14.7,4407.44,0.59
90631,2015-04-17,14,78.8,1059.38,9,35.0,-1025.0172,0.83
90630,2015-04-05,7,320.64,2233.46,3,29.2,429.75435600000003,0.66
91262,2015-04-26,5,180.98,928.92,3,26.2,588.54,0.59
91261,2015-02-24,12,300.98,3845.35,0,164.73,2653.2915,0.56
91261,2015-02-24,1,2.94,3.77,9,0.96,-1.84,0.58
91263,2015-03-18,13,26.17,343.54,1,1.39,237.0426,0.38
86500,2015-05-17,22,172.99,3627.08,7,19.99,2502.6852,0.39
86500,2015-05-17,1,7.64,8.34,9,1.39,0.6880000000000002,0.36
91371,2015-01-01,2,29.17,63.32,2,6.27,36.906,0.37
85893,2015-02-27,7,11.99,83.72,3,5.99,-216.02980000000002,0.36
85895,2015-04-16,9,125.99,1011.44,1,8.99,-45.471999999999994,0.55
85894,2015-03-27,7,18.7,132.23,8,8.99,16.136400000000002,0.47
85897,2015-03-01,10,22.23,210.33,8,3.63,-29.61,0.52
85898,2015-04-04,17,10.44,168.04,10,5.75,125.72399999999999,0.39
85896,2015-02-24,5,195.99,882.93,0,8.99,114.88199999999999,0.6
88579,2015-02-06,8,259.71,1757.15,2,66.67,-14.448,0.65
88580,2015-01-21,1,1889.99,1786.04,10,19.99,-42.546,0.36
86687,2015-04-19,10,3.58,34.76,6,1.63,14.0,0.36
86688,2015-05-30,3,180.98,561.65,4,30.0,52.988000000000056,0.69
86686,2015-04-08,9,42.98,413.73,1,4.62,285.4737,0.56
86688,2015-05-30,2,3.25,55.6,6,49.0,10.50800000000001,0.56
86688,2015-05-30,19,110.98,2099.61,1,13.99,1448.7309,0.69
86688,2015-05-30,23,3.95,96.6,5,2.0,1.0040000000000004,0.53
88870,2015-03-22,4,152.48,558.17,10,4.0,-521.09,0.79
88870,2015-03-22,1,6.84,8.39,8,8.37,-29.49,0.58
88871,2015-04-19,7,78.65,559.43,0,13.99,386.0066999999999,0.52
88871,2015-04-19,10,122.99,1216.52,8,70.2,-1867.97,0.74
86331,2015-01-26,12,90.98,1058.36,8,56.2,-1920.9336,0.74
86331,2015-01-26,3,5.98,18.31,7,5.35,-37.175200000000004,0.4
90415,2015-02-01,12,424.21,4935.22,5,110.2,-213.4028,0.67
90414,2015-01-06,7,6.68,51.03,1,4.91,-15.48,0.37
89820,2015-06-19,19,40.98,746.91,9,6.5,-50.245,0.74
89818,2015-04-07,1,77.51,77.47,9,4.0,-387.1044,0.76
89819,2015-06-18,7,30.98,204.34,9,6.5,-55.97,0.64
28225,2015-01-22,9,20.28,206.04,0,14.39,-66.2473,0.47
26342,2015-04-18,43,9.99,475.42,2,11.59,-171.1577,0.4
26342,2015-04-18,74,48.04,3598.82,2,5.79,624.239,0.37
26342,2015-04-18,5,6.68,41.22,4,4.91,-14.3241,0.37
88857,2015-04-18,18,48.04,875.39,2,5.79,604.0191,0.37
88857,2015-04-18,1,6.68,8.24,4,4.91,-11.631599999999999,0.37
89456,2015-03-18,8,78.65,641.11,1,13.99,442.36589999999995,0.52
91550,2015-01-18,3,11.58,35.48,2,5.72,-259.756,0.35
91550,2015-01-18,6,350.99,2130.04,5,39.0,1469.7276,0.55
91550,2015-01-18,5,15.99,82.8,4,9.4,-83.55306,0.49
89040,2015-05-20,5,20.48,99.02,9,6.32,-16.89,0.58
89040,2015-05-20,3,15.67,46.4,6,1.39,25.51,0.38
89039,2015-01-10,8,70.98,551.51,5,46.74,-850.6524,0.56
89039,2015-01-10,12,11.55,142.79,5,2.36,98.52509999999998,0.55
89041,2015-03-23,14,40.99,585.08,6,17.48,214.23,0.36
87757,2015-05-05,4,20.99,72.75,5,3.3,21.883400000000023,0.81
91258,2015-05-16,38,7.37,269.33,10,5.53,290.202,0.69
90888,2015-05-06,23,15.31,377.0,1,8.78,12.146000000000008,0.57
90888,2015-05-06,4,7.99,42.99,5,5.03,5.687000000000008,0.6
89999,2015-01-03,3,20.98,65.69,5,21.2,-181.102,0.78
90000,2015-01-21,8,355.98,2748.21,4,58.92,882.9300000000001,0.64
90000,2015-01-21,5,19.98,93.19,9,8.68,6.680399999999999,0.37
90001,2015-05-15,11,30.98,363.37,1,6.5,46.29,0.64
90001,2015-05-15,11,40.99,480.75,1,19.99,177.79,0.36
90003,2015-04-30,11,1.6,16.88,10,1.29,-14.990400000000001,0.42
90002,2015-02-22,18,47.9,925.19,0,5.86,638.3811,0.37
90333,2015-01-25,4,125.99,408.66,10,8.99,17.652,0.57
90334,2015-05-07,7,16.48,122.93,1,1.99,739.674,0.42
90335,2015-06-02,1,24.92,32.66,0,12.98,-23.156,0.39
90568,2015-06-03,3,4.42,14.85,6,4.99,-10.435,0.38
91277,2015-04-17,10,4.24,45.0,6,5.41,-78.91668,0.35
91277,2015-04-17,1,6783.02,6569.07,4,24.49,-13562.637407999999,0.39
88798,2015-03-05,15,5.78,88.22,3,5.37,-63.35,0.36
86874,2015-06-18,4,10.48,40.29,10,2.89,-8.904,0.6
88367,2015-03-22,4,39.48,151.27,7,1.99,88.72,0.54
88367,2015-03-22,2,4.91,10.51,0,0.5,7.251899999999999,0.36
88368,2015-04-04,12,6.48,74.93,6,7.49,-191.49,0.37
86933,2015-02-13,11,120.98,1370.99,2,58.64,-1330.5,0.75
91059,2015-03-17,16,120.97,1913.84,4,7.11,1320.5495999999998,0.36
91059,2015-03-17,16,195.99,2692.12,0,4.2,1585.5030000000002,0.6
91060,2015-03-18,13,55.98,762.38,3,4.86,526.0422,0.36
87117,2015-05-18,20,1.89,36.72,10,0.76,-40.432,0.83
89333,2015-03-12,4,73.98,305.71,0,14.52,-88.61,0.65
89334,2015-04-21,7,40.99,277.12,6,17.48,109.16,0.36
88692,2015-06-24,6,20.99,100.11,9,2.5,-136.122,0.81
88219,2015-06-12,7,4.28,31.54,4,5.68,-27.375,0.4
88219,2015-06-12,13,376.13,4634.69,6,85.63,-435.7575,0.74
88219,2015-06-12,17,424.21,7304.03,6,110.2,682.53,0.67
88219,2015-06-12,4,195.99,632.65,6,8.99,-277.22200000000004,0.6
88220,2015-06-21,19,15.28,290.98,3,1.99,-266.68600000000004,0.42
88220,2015-06-21,13,1.76,21.77,9,0.7,-12.277999999999999,0.56
87234,2015-02-19,13,31.78,384.22,7,1.99,265.1118,0.42
87234,2015-02-19,5,5.98,31.64,0,2.5,9.5608,0.36
87234,2015-02-19,19,35.99,565.36,10,1.1,390.09839999999997,0.55
88040,2015-02-13,5,5.98,32.76,7,5.46,46.65,0.36
88039,2015-01-17,13,28.48,336.92,9,1.99,-1250.746,0.4
88041,2015-03-27,12,9.85,114.91,10,4.82,374.904,0.47
88041,2015-03-27,9,125.99,934.52,4,7.69,-528.836,0.58
87146,2015-01-29,1,240.98,260.66,2,60.2,-272.71320000000003,0.56
87146,2015-01-29,10,420.98,4249.37,2,19.99,-162.694,0.35
87148,2015-06-26,22,291.73,6676.61,4,48.8,-115.9039,0.56
87147,2015-05-08,1,300.97,291.4,6,7.18,-729.9879999999999,0.48
85833,2015-03-26,7,20.89,146.5,9,11.52,-133.546,0.83
85834,2015-03-31,2,20.99,38.98,9,4.81,272.69399999999996,0.58
85835,2015-04-19,8,4.24,34.16,10,5.41,-61.6,0.35
88554,2015-01-12,3,40.98,120.34,10,6.5,66.852,0.74
88558,2015-05-16,5,35.99,153.61,7,5.99,17.83980000000001,0.38
88555,2015-02-01,23,60.98,1414.88,3,1.99,976.2672,0.5
88555,2015-02-01,11,3.08,33.63,4,0.99,23.2047,0.37
88558,2015-05-16,20,65.99,1063.81,8,5.92,183.84300000000002,0.58
88555,2015-02-01,23,10.31,242.7,0,1.79,167.46299999999997,0.38
88556,2015-02-11,14,260.98,3377.06,9,41.91,1307.2692,0.59
