Order ID,Order Date,Order Priority,Product Category,Product Sub-Category,Product Name,Quantity ordered new,Product Container,Ship Mode,Ship Date
44002,2015-02-07,Medium,Office Supplies,Paper,Xerox 1923,46,Small Box,Regular Air,2015-02-09
44002,2015-02-07,Medium,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,14,Small Box,Regular Air,2015-02-07
32710,2015-05-16,High,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,146,Medium Box,Regular Air,2015-05-17
87193,2015-05-07,High,Technology,Telephones and Communication,Accessory35,9,Small Box,Regular Air,2015-05-09
87194,2015-01-21,Not Specified,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,8,Small Box,Express Air,2015-01-23
87195,2015-02-22,High,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",10,Small Box,Regular Air,2015-02-24
90653,2015-04-07,High,Technology,Telephones and Communication,StarTAC 7760,5,Small Box,Express Air,2015-04-09
3841,2015-04-04,Not Specified,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,34,Large Box,Regular Air,2015-04-06
3841,2015-04-04,Not Specified,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,36,Small Box,Regular Air,2015-04-06
59937,2015-06-28,High,Office Supplies,Paper,Xerox 197,13,Small Box,Regular Air,2015-06-29
88443,2015-04-04,Not Specified,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,9,Large Box,Regular Air,2015-04-06
88443,2015-04-04,Not Specified,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,9,Small Box,Regular Air,2015-04-06
88443,2015-04-04,Not Specified,Technology,Telephones and Communication,StarTAC 8000,19,Small Box,Express Air,2015-04-06
88444,2015-06-28,High,Office Supplies,Paper,Xerox 197,3,Small Box,Regular Air,2015-06-29
85866,2015-06-03,Not Specified,Furniture,Office Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",16,Small Pack,Regular Air,2015-06-05
85866,2015-06-03,Not Specified,Office Supplies,Pens & Art Supplies,Newell 308,11,Wrap Bag,Express Air,2015-06-05
85865,2015-03-28,Medium,Technology,Telephones and Communication,5165,10,Small Box,Regular Air,2015-03-28
85868,2015-06-14,Low,Office Supplies,Paper,Xerox 1880,11,Small Box,Regular Air,2015-06-21
85867,2015-05-03,High,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",17,Jumbo Drum,Delivery Truck,2015-05-04
91025,2015-02-12,Medium,Technology,Telephones and Communication,Accessory28,1,Small Pack,Regular Air,2015-02-14
18561,2015-01-09,Not Specified,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",9,Small Box,Regular Air,2015-01-10
13408,2015-02-14,Low,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",4,Medium Box,Regular Air,2015-02-16
12224,2015-06-12,High,Furniture,Tables,Bevis 36 x 72 Conference Tables,4,Jumbo Box,Delivery Truck,2015-06-14
12224,2015-06-12,High,Technology,Telephones and Communication,Accessory17,54,Wrap Bag,Regular Air,2015-06-12
87245,2015-06-12,High,Furniture,Tables,Bevis 36 x 72 Conference Tables,1,Jumbo Box,Delivery Truck,2015-06-14
87243,2015-01-09,Not Specified,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",2,Small Box,Regular Air,2015-01-10
87244,2015-02-14,Low,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",1,Medium Box,Regular Air,2015-02-16
90178,2015-02-27,Low,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,14,Small Pack,Regular Air,2015-02-28
90178,2015-02-27,Low,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",5,Small Box,Regular Air,2015-02-27
90178,2015-02-27,Low,Technology,Telephones and Communication,600 Series Flip,8,Small Box,Regular Air,2015-03-03
89775,2015-01-22,High,Technology,Telephones and Communication,8890,11,Small Box,Regular Air,2015-01-22
89776,2015-03-01,High,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,5,Small Box,Regular Air,2015-03-03
89776,2015-03-01,High,Furniture,Office Furnishings,Regeneration Desk Collection,23,Small Box,Regular Air,2015-03-02
89777,2015-05-04,Not Specified,Office Supplies,Binders and Binder Accessories,Avery Binding System Hidden Tab™ Executive Style Index Sets,8,Small Box,Regular Air,2015-05-05
89211,2015-03-26,Critical,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,16,Small Box,Regular Air,2015-03-27
89106,2015-03-06,Medium,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,7,Large Box,Regular Air,2015-03-07
89944,2015-06-14,Low,Office Supplies,Binders and Binder Accessories,GBC Binding covers,21,Small Box,Regular Air,2015-06-21
89941,2015-02-04,Not Specified,Office Supplies,Paper,Xerox 1978,19,Small Box,Regular Air,2015-02-05
89939,2015-04-22,Low,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",7,Wrap Bag,Regular Air,2015-04-26
89940,2015-01-03,Low,Office Supplies,Paper,Riverleaf Stik-Withit® Designer Note Cubes®,13,Wrap Bag,Regular Air,2015-01-08
89942,2015-04-02,Not Specified,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,12,Large Box,Regular Air,2015-04-03
89943,2015-05-10,High,Technology,Office Machines,Sharp EL500L Fraction Calculator,21,Medium Box,Regular Air,2015-05-12
89943,2015-05-10,High,Office Supplies,Paper,White GlueTop Scratch Pads,3,Wrap Bag,Regular Air,2015-05-10
89857,2015-06-12,High,Office Supplies,Paper,Xerox 194,11,Small Box,Regular Air,2015-06-14
89858,2015-01-07,Low,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",4,Wrap Bag,Regular Air,2015-01-12
89856,2015-01-06,High,Office Supplies,Pens & Art Supplies,Newell 342,7,Wrap Bag,Regular Air,2015-01-08
88256,2015-01-21,Critical,Technology,Telephones and Communication,TimeportP7382,6,Small Box,Regular Air,2015-01-22
87853,2015-01-06,Critical,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",8,Jumbo Box,Delivery Truck,2015-01-07
91543,2015-06-01,Critical,Office Supplies,"Scissors, Rulers and Trimmers","*Staples* vLetter Openers, 2/Pack",11,Wrap Bag,Regular Air,2015-06-02
89251,2015-03-17,Medium,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",10,Small Pack,Express Air,2015-03-18
90524,2015-05-23,Not Specified,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,17,Small Box,Express Air,2015-05-25
90524,2015-05-23,Not Specified,Office Supplies,Pens & Art Supplies,Newell 340,13,Wrap Bag,Regular Air,2015-05-25
90525,2015-02-11,Medium,Technology,Office Machines,Lexmark Z54se Color Inkjet Printer,14,Jumbo Drum,Delivery Truck,2015-02-12
85990,2015-02-05,Low,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,19,Small Pack,Regular Air,2015-02-07
85991,2015-04-15,Not Specified,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,3,Medium Box,Regular Air,2015-04-17
85991,2015-04-15,Not Specified,Office Supplies,Paper,Xerox 1896,12,Small Box,Express Air,2015-04-18
34435,2015-02-05,Low,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,76,Small Pack,Regular Air,2015-02-07
47108,2015-04-15,Not Specified,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,34,Small Pack,Regular Air,2015-04-16
47108,2015-04-15,Not Specified,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,13,Medium Box,Regular Air,2015-04-17
47108,2015-04-15,Not Specified,Office Supplies,Paper,Xerox 1896,47,Small Box,Express Air,2015-04-18
47108,2015-04-15,Not Specified,Technology,Telephones and Communication,2180,16,Small Box,Express Air,2015-04-16
86958,2015-04-18,Medium,Office Supplies,Storage & Organization,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",7,Small Box,Express Air,2015-04-19
86959,2015-05-12,Medium,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",1,Wrap Bag,Regular Air,2015-05-14
86956,2015-02-19,Not Specified,Office Supplies,Pens & Art Supplies,Newell 315,9,Wrap Bag,Regular Air,2015-02-20
86958,2015-04-18,Medium,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",2,Jumbo Box,Delivery Truck,2015-04-21
86958,2015-04-18,Medium,Technology,Telephones and Communication,Accessory34,5,Wrap Bag,Regular Air,2015-04-20
86956,2015-02-19,Not Specified,Office Supplies,Paper,Xerox 1983,7,Small Box,Regular Air,2015-02-20
86960,2015-01-06,Low,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",14,Small Box,Regular Air,2015-01-06
86960,2015-01-06,Low,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",7,Small Box,Regular Air,2015-01-11
86957,2015-03-25,Critical,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",5,Small Box,Express Air,2015-03-27
86960,2015-01-06,Low,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,9,Small Box,Regular Air,2015-01-13
86960,2015-01-06,Low,Office Supplies,Binders and Binder Accessories,Self-Adhesive Ring Binder Labels,4,Small Box,Regular Air,2015-01-15
86960,2015-01-06,Low,Office Supplies,Storage & Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",1,Small Box,Regular Air,2015-01-13
86600,2015-04-19,High,Technology,Telephones and Communication,CF 688,5,Small Box,Express Air,2015-04-20
86600,2015-04-19,High,Office Supplies,Paper,Xerox 1983,4,Small Box,Regular Air,2015-04-21
86599,2015-03-30,Not Specified,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",13,Small Box,Regular Air,2015-04-01
89697,2015-04-01,High,Technology,Telephones and Communication,Accessory35,8,Small Box,Regular Air,2015-04-03
89697,2015-04-01,High,Technology,Telephones and Communication,i2000,2,Small Box,Regular Air,2015-04-02
86847,2015-03-19,Not Specified,Office Supplies,Paper,Xerox 23,10,Small Box,Express Air,2015-03-21
86847,2015-03-19,Not Specified,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,16,Small Box,Regular Air,2015-03-22
86846,2015-06-15,Critical,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,5,Small Box,Regular Air,2015-06-17
89209,2015-05-03,Not Specified,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black",10,Small Box,Regular Air,2015-05-04
90099,2015-01-17,Medium,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,1,Small Box,Regular Air,2015-01-19
90099,2015-01-17,Medium,Office Supplies,Paper,Xerox 1991,7,Small Box,Regular Air,2015-01-17
90899,2015-01-29,Critical,Technology,Telephones and Communication,T60,4,Small Box,Regular Air,2015-01-31
87378,2015-03-01,Not Specified,Office Supplies,Paper,Xerox 1978,1,Small Box,Regular Air,2015-03-03
87378,2015-03-01,Not Specified,Technology,Office Machines,Epson LQ-870 Dot Matrix Printer,15,Jumbo Drum,Delivery Truck,2015-03-03
90631,2015-04-17,Low,Office Supplies,Storage & Organization,Space Solutions™ Industrial Galvanized Steel Shelving.,14,Large Box,Regular Air,2015-04-21
90630,2015-04-05,Not Specified,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",7,Jumbo Box,Delivery Truck,2015-04-07
91262,2015-04-26,Low,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,5,Jumbo Drum,Delivery Truck,2015-04-30
91261,2015-02-24,Critical,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",12,Jumbo Drum,Delivery Truck,2015-02-25
91261,2015-02-24,Critical,Office Supplies,Pens & Art Supplies,Newell 343,1,Wrap Bag,Regular Air,2015-02-26
91263,2015-03-18,High,Office Supplies,Envelopes,Quality Park Security Envelopes,13,Small Box,Regular Air,2015-03-19
86500,2015-05-17,Low,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,22,Small Box,Regular Air,2015-05-17
86500,2015-05-17,Low,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",1,Small Box,Regular Air,2015-05-26
91371,2015-01-01,Not Specified,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,2,Small Box,Regular Air,2015-01-02
85893,2015-02-27,Critical,Technology,Office Machines,TI 30X Scientific Calculator,7,Medium Box,Regular Air,2015-02-28
85895,2015-04-16,High,Technology,Telephones and Communication,SC7868i,9,Small Box,Regular Air,2015-04-18
85894,2015-03-27,Medium,Furniture,Office Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",7,Small Pack,Regular Air,2015-03-28
85897,2015-03-01,High,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock",10,Small Pack,Regular Air,2015-03-03
85898,2015-04-04,Low,Office Supplies,Binders and Binder Accessories,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",17,Small Box,Express Air,2015-04-11
85896,2015-02-24,High,Technology,Telephones and Communication,T28 WORLD,5,Small Box,Regular Air,2015-02-25
88579,2015-02-06,High,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",8,Jumbo Box,Delivery Truck,2015-02-06
88580,2015-01-21,Not Specified,Office Supplies,Binders and Binder Accessories,Ibico EPK-21 Electric Binding System,1,Small Box,Regular Air,2015-01-21
86687,2015-04-19,Low,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",10,Wrap Bag,Regular Air,2015-04-23
86688,2015-05-30,Low,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,3,Jumbo Drum,Delivery Truck,2015-05-30
86686,2015-04-08,Critical,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,9,Small Box,Express Air,2015-04-10
86688,2015-05-30,Low,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2,Large Box,Regular Air,2015-06-05
86688,2015-05-30,Low,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",19,Medium Box,Regular Air,2015-06-04
86688,2015-05-30,Low,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,23,Wrap Bag,Express Air,2015-06-07
88870,2015-03-22,Medium,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,4,Small Box,Express Air,2015-03-23
88870,2015-03-22,Medium,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",1,Small Pack,Regular Air,2015-03-24
88871,2015-04-19,Low,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,7,Medium Box,Regular Air,2015-04-26
88871,2015-04-19,Low,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",10,Jumbo Drum,Delivery Truck,2015-04-24
86331,2015-01-26,Medium,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,12,Medium Box,Regular Air,2015-01-28
86331,2015-01-26,Medium,Office Supplies,Paper,Xerox 1947,3,Small Box,Regular Air,2015-01-28
90415,2015-02-01,Low,Furniture,Tables,Bush Advantage Collection® Racetrack Conference Table,12,Jumbo Box,Delivery Truck,2015-02-05
90414,2015-01-06,Not Specified,Office Supplies,Paper,Xerox 1986,7,Small Box,Regular Air,2015-01-08
89820,2015-06-19,High,Technology,Computer Peripherals,Targus USB Numeric Keypad,19,Small Box,Regular Air,2015-06-21
89818,2015-04-07,High,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,1,Small Box,Regular Air,2015-04-09
89819,2015-06-18,Low,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,7,Small Box,Express Air,2015-06-22
28225,2015-01-22,Critical,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",9,Small Box,Regular Air,2015-01-22
26342,2015-04-18,Low,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),43,Small Box,Regular Air,2015-04-27
26342,2015-04-18,Low,Office Supplies,Paper,Xerox 1937,74,Small Box,Regular Air,2015-04-23
26342,2015-04-18,Low,Office Supplies,Paper,Xerox 1986,5,Small Box,Regular Air,2015-04-25
88857,2015-04-18,Low,Office Supplies,Paper,Xerox 1937,18,Small Box,Regular Air,2015-04-23
88857,2015-04-18,Low,Office Supplies,Paper,Xerox 1986,1,Small Box,Regular Air,2015-04-25
89456,2015-03-18,Medium,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,8,Medium Box,Express Air,2015-03-19
91550,2015-01-18,Medium,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",3,Small Box,Regular Air,2015-01-19
91550,2015-01-18,Medium,Furniture,Chairs & Chairmats,Global Leather Executive Chair,6,Jumbo Drum,Delivery Truck,2015-01-20
91550,2015-01-18,Medium,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",5,Small Box,Express Air,2015-01-20
89040,2015-05-20,Medium,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,5,Small Box,Regular Air,2015-05-21
89040,2015-05-20,Medium,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",3,Small Box,Regular Air,2015-05-21
89039,2015-01-10,Critical,Furniture,Bookcases,"Hon Metal Bookcases, Putty",8,Jumbo Box,Delivery Truck,2015-01-11
89039,2015-01-10,Critical,Office Supplies,Pens & Art Supplies,Newell 309,12,Wrap Bag,Regular Air,2015-01-12
89041,2015-03-23,Critical,Office Supplies,Paper,Xerox 1893,14,Small Box,Regular Air,2015-03-25
87757,2015-05-05,Not Specified,Technology,Telephones and Communication,Accessory39,4,Small Pack,Regular Air,2015-05-06
91258,2015-05-16,Not Specified,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",38,Small Pack,Regular Air,2015-05-16
90888,2015-05-06,Not Specified,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,23,Small Box,Regular Air,2015-05-07
90888,2015-05-06,Not Specified,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,4,Medium Box,Express Air,2015-05-08
89999,2015-01-03,High,Furniture,Office Furnishings,36X48 HARDFLOOR CHAIRMAT,3,Medium Box,Regular Air,2015-01-04
90000,2015-01-21,Not Specified,Furniture,Chairs & Chairmats,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,8,Jumbo Drum,Delivery Truck,2015-01-22
90000,2015-01-21,Not Specified,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,5,Small Box,Regular Air,2015-01-22
90001,2015-05-15,High,Technology,Computer Peripherals,Belkin ErgoBoard™ Keyboard,11,Small Box,Regular Air,2015-05-16
90001,2015-05-15,High,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",11,Small Box,Regular Air,2015-05-18
90003,2015-04-30,Medium,Office Supplies,Pens & Art Supplies,Sanford Pocket Accent® Highlighters,11,Wrap Bag,Regular Air,2015-04-30
90002,2015-02-22,Medium,Office Supplies,Paper,Xerox 1938,18,Small Box,Regular Air,2015-02-24
90333,2015-01-25,Not Specified,Technology,Telephones and Communication,5170i,4,Small Box,Regular Air,2015-01-28
90334,2015-05-07,Medium,Technology,Computer Peripherals,Maxell DVD-RAM Discs,7,Small Pack,Regular Air,2015-05-08
90335,2015-06-02,Low,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,1,Small Box,Regular Air,2015-06-02
90568,2015-06-03,Not Specified,Office Supplies,Envelopes,Grip Seal Envelopes,3,Small Box,Regular Air,2015-06-05
91277,2015-04-17,Medium,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,10,Small Box,Regular Air,2015-04-19
91277,2015-04-17,Medium,Technology,Office Machines,Polycom ViewStation™ ISDN Videoconferencing Unit,1,Large Box,Regular Air,2015-04-19
88798,2015-03-05,Not Specified,Office Supplies,Paper,Xerox 1950,15,Small Box,Regular Air,2015-03-06
86874,2015-06-18,Medium,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,4,Small Pack,Regular Air,2015-06-19
88367,2015-03-22,High,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",4,Small Pack,Regular Air,2015-03-24
88367,2015-03-22,High,Office Supplies,Labels,Avery 493,2,Small Box,Regular Air,2015-03-24
88368,2015-04-04,Critical,Office Supplies,Paper,Xerox 220,12,Small Box,Regular Air,2015-04-04
86933,2015-02-13,Critical,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,11,Jumbo Box,Delivery Truck,2015-02-15
91059,2015-03-17,Critical,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,16,Medium Box,Regular Air,2015-03-17
91059,2015-03-17,Critical,Technology,Telephones and Communication,688,16,Small Box,Regular Air,2015-03-19
91060,2015-03-18,Medium,Office Supplies,Paper,Xerox 1908,13,Small Box,Regular Air,2015-03-20
87117,2015-05-18,Critical,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,20,Wrap Bag,Regular Air,2015-05-20
89333,2015-03-12,Not Specified,Technology,Computer Peripherals,Keytronic French Keyboard,4,Small Box,Regular Air,2015-03-14
89334,2015-04-21,High,Office Supplies,Paper,Xerox 1893,7,Small Box,Regular Air,2015-04-21
88692,2015-06-24,Low,Technology,Telephones and Communication,Accessory37,6,Wrap Bag,Regular Air,2015-07-01
88219,2015-06-12,Critical,Office Supplies,Paper,Xerox 199,7,Small Box,Regular Air,2015-06-14
88219,2015-06-12,Critical,Furniture,Tables,Bretford Rectangular Conference Table Tops,13,Jumbo Box,Delivery Truck,2015-06-14
88219,2015-06-12,Critical,Furniture,Tables,Bush Advantage Collection® Racetrack Conference Table,17,Jumbo Box,Delivery Truck,2015-06-13
88219,2015-06-12,Critical,Technology,Telephones and Communication,T28 WORLD,4,Small Box,Regular Air,2015-06-14
88220,2015-06-21,High,Technology,Computer Peripherals,"Memorex 4.7GB DVD+R, 3/Pack",19,Small Pack,Regular Air,2015-06-23
88220,2015-06-21,High,Office Supplies,Pens & Art Supplies,Newell 326,13,Wrap Bag,Regular Air,2015-06-24
87234,2015-02-19,Not Specified,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",13,Small Pack,Regular Air,2015-02-21
87234,2015-02-19,Not Specified,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,5,Small Box,Regular Air,2015-02-20
87234,2015-02-19,Not Specified,Technology,Telephones and Communication,Accessory35,19,Small Box,Express Air,2015-02-20
88040,2015-02-13,Medium,Office Supplies,Paper,Xerox 1983,5,Small Box,Regular Air,2015-02-15
88039,2015-01-17,Not Specified,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",13,Small Pack,Regular Air,2015-01-18
88041,2015-03-27,Critical,Office Supplies,Pens & Art Supplies,Lumber Crayons,12,Wrap Bag,Regular Air,2015-03-28
88041,2015-03-27,Critical,Technology,Telephones and Communication,Timeport L7089,9,Small Box,Regular Air,2015-03-28
87146,2015-01-29,Medium,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",1,Jumbo Box,Delivery Truck,2015-01-31
87146,2015-01-29,Medium,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,10,Small Box,Regular Air,2015-02-01
87148,2015-06-26,Low,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,22,Jumbo Drum,Delivery Truck,2015-06-30
87147,2015-05-08,Low,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,1,Small Box,Regular Air,2015-05-08
85833,2015-03-26,Medium,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",7,Small Box,Regular Air,2015-03-27
85834,2015-03-31,Critical,Technology,Telephones and Communication,1726 Digital Answering Machine,2,Medium Box,Express Air,2015-04-01
85835,2015-04-19,Low,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,8,Small Box,Regular Air,2015-04-23
88554,2015-01-12,Medium,Technology,Computer Peripherals,Targus USB Numeric Keypad,3,Small Box,Regular Air,2015-01-14
88558,2015-05-16,Low,Technology,Telephones and Communication,Accessory41,5,Wrap Bag,Regular Air,2015-05-20
88555,2015-02-01,Not Specified,Technology,Computer Peripherals,Imation 5.2GB DVD-RAM,23,Small Pack,Regular Air,2015-02-01
88555,2015-02-01,Not Specified,Office Supplies,Labels,Avery 481,11,Small Box,Regular Air,2015-02-02
88558,2015-05-16,Low,Technology,Telephones and Communication,i500plus,20,Small Box,Express Air,2015-05-23
88555,2015-02-01,Not Specified,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",23,Wrap Bag,Regular Air,2015-02-03
88556,2015-02-11,High,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",14,Jumbo Box,Delivery Truck,2015-02-13
88556,2015-02-11,High,Furniture,Office Furnishings,Ultra Door Pull Handle,11,Small Pack,Regular Air,2015-02-13
88556,2015-02-11,High,Office Supplies,Paper,Xerox 1920,14,Small Box,Express Air,2015-02-13
88557,2015-04-07,Not Specified,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,6,Jumbo Drum,Delivery Truck,2015-04-09
86092,2015-01-03,Low,Office Supplies,Rubber Bands,Binder Clips by OIC,6,Wrap Bag,Regular Air,2015-01-05
88348,2015-06-30,Low,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,17,Small Box,Regular Air,2015-07-06
88348,2015-06-30,Low,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,22,Large Box,Regular Air,2015-07-08
88348,2015-06-30,Low,Office Supplies,Paper,Unpadded Memo Slips,5,Wrap Bag,Express Air,2015-07-04
86629,2015-02-05,Medium,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,20,Jumbo Box,Delivery Truck,2015-02-06
87889,2015-04-18,Medium,Technology,Computer Peripherals,Gyration Ultra Professional Cordless Optical Suite,4,Small Box,Regular Air,2015-04-19
87889,2015-04-18,Medium,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,10,Wrap Bag,Regular Air,2015-04-20
87888,2015-01-08,Not Specified,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,6,Small Box,Regular Air,2015-01-09
39015,2015-06-06,Medium,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,24,Jumbo Box,Delivery Truck,2015-06-06
39015,2015-06-06,Medium,Office Supplies,Paper,Xerox 1994,20,Small Box,Regular Air,2015-06-06
87862,2015-06-06,Medium,Office Supplies,Paper,Xerox 1994,5,Small Box,Regular Air,2015-06-06
